Unnamed: 0,file_name,ground_truth,StutterType
98,441-128988-0019,one canoe attacking her on one side and the other on the other before the spanish could comprehend what had happened there were more than twenty pirates upon their decks the dreaded l'olonnois at their head,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
99,441-128988-0020,and they fought each scoundrel of them like three men and the savage fight ended by every spanish sailor or officer who was not killed or wounded being forced to stay below decks where the hatches were securely fastened down upon them,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
100,441-128988-0021,l'olonnois now stood a proud victor on the deck of his prize and being a man of principle he determined to live up to the distinguished reputation which he had acquired in that part of the world,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
101,441-128988-0022,baring his muscular and hairy right arm he clutched the handle of his sharp and heavy cutlass and ordered the prisoners to be brought up from below one at a time and conducted to the place where he stood,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
102,441-128988-0023,he wished to give spain a lesson which would make her understand that he was not to be interfered with in the execution of his enterprises and he determined to allow himself the pleasure of personally teaching this lesson,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
103,441-128988-0024,this man who was not a soldier was desperately frightened and begged piteously for his life l'olonnois finding that the man was willing to tell everything he knew questioned him about the sending of this vessel from havana,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
104,441-128988-0025,and when the poor fellow had finished by telling that he had come there not of his own accord but simply for the purpose of obeying his master to hang all the pirates except their leader that great buccaneer laughed and finding he could get nothing more from the negro,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
105,441-128988-0026,cut off his head likewise and his body was tumbled into the sea after those of his companions now there was not a spaniard left on board the great ship except one man,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
106,441-128988-0027,who had been preserved from the fate of the others because l'olonnois had some correspondence to attend to and he needed a messenger to carry a letter the pirate captain went into the cabin where he found writing materials ready to his hand,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
107,441-128988-0028,and there he composed a letter to the governor of havana a part of which read as follows i shall never henceforward give quarter unto any spaniard whatsoever,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
108,441-128988-0029,when this message was received by the dignified official who filled the post of governor of cuba he stormed and fairly foamed at the mouth to be utterly foiled and discomfited by this resurrected pirate,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
109,441-128988-0030,and to be afterwards addressed in terms of such unheard of insolence and abuse was more than he could bear and in the presence of many of his officials and attendants he swore a terrible oath that after that hour he would never again give quarter to any buccaneer,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
110,441-128988-0031,but when the inhabitants of havana and the surrounding villages heard of this terrible resolution of their governor they were very much disturbed they lived in constant danger of attack especially those who were engaged in fishing or maritime pursuits,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
111,441-128988-0032,and they feared that when it became known that no buccaneer was to receive quarter the spanish colonists would be treated in the same way no matter where they might be found and taken,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
112,441-128988-0033,consequently it was represented to the governor that his plan of vengeance would work most disastrously for the spanish settlers for the buccaneers could do far more damage to them than he could possibly do to these dreadful brethren of the coast,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
113,441-128988-0034,and that unless he wished to bring upon them troubles greater than those of famine or pestilence they begged that he would retract his oath when the high dignitary had cooled down a little he saw that there was a good deal of sense in what the representative of the people had said to him,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
114,441-128988-0035,and he also discovered much to his surprise that there were very few provisions on board for when the vessel was sent from havana it was supposed she would make but a very short cruise,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
115,1447-130552-0000,laid down in a most unflinching and vigorous fashion lamentable instances of extravagance lash themselves into fury,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
116,1447-130552-0001,lax theories and corresponding practises lay hold of the affections leaden mood of dulness,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
117,1447-130552-0002,lend a critical ear lest the requirements of courtesy be disregarded links in the chain of reasoning,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
118,1447-130552-0003,little less than scandalous lofty and distinguished simplicity long sighted continuity of thought and plan,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
119,1447-130552-0004,looking at the matter by and large,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
120,1447-130552-0005,lucidity and argumentative vigor,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
121,1447-130552-0006,by a jealous hate maintained with ingenuity and vigor manifestly harsh and barbarous marvelous copiousness of illustration,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
122,1447-130552-0007,marvelously suggestive and inspiring,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
123,1447-130552-0008,microscopic analysis of character mingled distrust and fear ministering to mere pleasure and indulgence,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
124,1447-130552-0009,minutely and rationally exposing their imperfections morbid and subjective brooding more or less severe and prolonged,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
125,1447-130552-0010,naturally prone to believe necessity thus imposed by prudence nerveless and faithless folly,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
126,1447-130552-0011,no more than brief palliatives or mitigations noble and sublime patience noisy torrent of talk,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
127,1447-130552-0012,not averse to a little gossip not so much polished as varnished noted for their quixotic love,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
128,1447-130552-0013,obsessed with an overweening pride obstacles that are difficult but not insuperable obviously at variance with facts,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
129,1447-130552-0014,often employed promiscuously ominous and swift days omitting all compliments and commonplaces,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
130,1447-130552-0015,on a noble and commanding scale on sure ground of fact on the edge of great irritability,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
131,1447-130552-0016,one of life's ironical adjustments one of the foreseen and inevitable results,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
132,1447-130552-0017,one tissue of rashness folly ingratitude and injustice,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
133,1447-130552-0018,oppressed by some vague dread organs of party rage and popular frenzy our opinions were diametrically opposed,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
134,1447-130552-0019,palpably and unmistakably commonplace parading an exception to prove a rule paralyzed by infirmity of purpose,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
135,1447-130552-0020,paralyzing doubts and scruples paramount obligation and righteousness partial and fragmentary evidence,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
136,1447-130552-0021,passionately addicted to pleasure patently inimical to liberty patience under continual provocation,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
137,1447-130552-0022,peculiarly liable to misinterpretation peddling and pitiful compromises pelting one another with catchwords,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
138,1447-130552-0023,perfectly illustrated and exemplified perpetually excite our curiosity pierced to the quick,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
139,1447-130552-0024,pitiful shifts of policy plainly dictated by a lofty purpose,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
140,1447-130552-0025,polished beauty of diction political storm and stress position of titular command,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
141,1447-130552-0026,predict the gloomiest consequences pregnant with a lesson of the deepest import presented with matchless vigor and courage,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
142,1447-130552-0027,princely generosity of praise prodigious and portentous events protracted to a vexatious length,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
143,1447-130550-0000,easy going,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
144,1447-130550-0001,enforced by coercive measures enormities of crime and anomalies of law entangled in theological controversy,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
145,1447-130550-0002,entirely futile and negligible,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
146,1447-130550-0003,and sophistries espoused with extraordinary ardor essentially one sided and incomplete eternally fruitful and stimulating,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
147,1447-130550-0004,evidently malicious and adroit evinces a hardened conscience and an insensibility to shame,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
148,1447-130550-0005,exact and resolute allegiance examples of terrific and explosive energy exasperating to the last degree,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
149,1447-130550-0006,excruciating cruelty and injustice exposed to damaging criticism exposing his arrogance and folly to merited contempt,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
150,1447-130550-0007,expressions of unrestrained grief exquisite lucidity of statement extraordinarily subtle and penetrating analysis,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
151,1447-130550-0008,fanatical and dangerous excesses far off and incredibly remote fastidious correctness of form,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
152,1447-130550-0009,fate had turned and twisted a thousand ways fed by many currents from the long stream of human experience,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
153,1447-130550-0010,feigning a virtuous indignation fertility of argumentative resource,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
154,1447-130550-0011,fictitious and adventitious aid finely touched to the fine issues fit to stand the gaze of millions,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
155,1447-130550-0012,fits and starts of generosity fixed convictions of mankind flouted as unpractical,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
156,1447-130550-0013,fresh and unsuspected loveliness from the standpoint of expediency and effectiveness full and tuneful diction,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
157,1447-130550-0014,full of ardent affection and gratitude full of presentiments of some evil full of singular freshness insight and power,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
158,1447-130550-0015,full of speculation and a deep restrained excitement,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
159,1447-130550-0016,generous to a pathetic and touching degree give vent to his indignation giving an ear to a little neighborly gossip,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
160,1447-130550-0017,glances and smiles of tacit contempt gnawing at the vitals of society grace and gentleness of manner,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
161,1447-130550-0018,graceful succession of sentences,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
162,1447-130550-0019,greeted with unalloyed satisfaction grooves of intellectual habit growing sense of bewilderment and dismay,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
163,1447-130550-0020,habitual self possession and self respect happy and gracious willingness hard souled and joyously joyous,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
164,1447-130550-0021,haunted by blank misgivings,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
165,1447-130550-0022,he had the habit of self engrossed silences,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
166,1447-130550-0023,he poured bitter and biting ridicule on his discomfited opponents he spoke with sledgehammer directness,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
167,1447-130550-0024,he suffers nothing to draw him aside he took his courage in both hands,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
168,1447-130550-0025,he turned on me a glance of stored intelligence he was disheveled and untidy,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
169,1447-130550-0026,he was inexhaustibly voluble,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
170,1447-130550-0027,her voice had a wooden resonance and a ghost of a lisp,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
171,1447-130550-0028,and undiscouraged hope high handed indifference to all restraint,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
172,1447-130550-0029,his first zeal was flagging his general attitude suggested an idea that he had an oration for you,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
173,1447-130550-0030,his gestures and his gait were untidy his mood was one of pure exaltation,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
174,1447-130551-0000,i am not without a lurking suspicion i bemoaned my unlucky fate i could almost allege it as a supreme example,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
