FileName,Text,StutterType
2007-132570-0003,if you are to go running about the castle among all these drunken signors,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
2007-132570-0004,and across the great hall and up the marble stair case and along the north gallery and through the west wing of the castle and i am in the corridor in a minute are you so says he and what is to become of you if you meet any of those noble cavaliers in the way,"[0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 3 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]"
1088-129236-0006,for it is to be considered that this passion of which we speak though it begin with the young yet forsakes not the old or rather suffers no one who is truly its servant to grow old,"[0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0
 0 0]"
2007-132570-0005,well says i if you think there is danger then go with me and guard me i am never afraid when you are by what says he when i am scarcely recovered of one wound shall i put myself in the way of getting another,"[0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0]"
2007-132570-0006,no no says he i will cut the way shorter than through the vaulted passage and up the marble stair case and along the north gallery and through the west wing of the castle for you shall stay here annette you shall not go out of this room to night so,"[0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0]"
2007-132570-0007,well well said emily impatiently and anxious to enquire on another subject,[0 0 0 0 0 0 0 0 5 0 0 0]
2007-132570-0008,yes he did indeed ma'amselle notwithstanding all i could say to the contrary,[0 0 0 0 0 0 0 5 0 0 0 0 0 0]
2007-132570-0009,and he mistook ludovico's hall for old carlo's,[0 0 0 0 0 0 0 0]
2007-132570-0010,so we were all as still as night that he might suppose there was nobody in the room but the signor was as cunning as the best of us and kept calling out at the door,[0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0]
2007-132570-0011,come forth my valorous signor steward just then old carlo opened his door and he came with a flask in his hand for as soon as the signor saw him,[0 0 0 5 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
2007-132570-0012,he was as tame as could be and followed him away as naturally as a dog does a butcher with a piece of meat in his basket all this i saw through the key hole well annette said ludovico jeeringly shall i let you out now,"[0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0]"
2007-132570-0013,interrupted emily quite wearied by this story do you know whether there are any prisoners in the castle and whether they are confined at this end of the edifice,[0 0 0 4 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
2007-132570-0014,but it is expected back to night or to morrow and i shall know then perhaps emily enquired if she had ever heard the servants talk of prisoners ah ma'amselle said annette archly,[0 0 0 0 0 0 0 5 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
1088-129236-0007,glows and enlarges until it warms and beams upon multitudes of men and women upon the universal heart of all and so lights up the whole world and all nature with its generous flames,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
103-1240-0010,peter had asked him of course for matthew cuthbert had never been known to volunteer information about anything in his whole life and yet here was matthew cuthbert at half past three on the afternoon of a busy day placidly driving over the hollow and up the hill,"[4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 4 0 0 0 0 0 0 0 0 0 0 0 0 0]"
2007-132570-0015,now i dare say you are thinking of monsieur valancourt and that he may have come among the armies which they say are come from our country to fight against this state and that he has met with some of our people and is taken captive,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0]"
2007-132570-0016,o lord how glad i should be if it was so would you indeed be glad said emily in a tone of mournful reproach to be sure i should,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
2007-132570-0017,ma'am replied annette and would not you be glad too to see signor valancourt i don't know any chevalier i like better i have a very great regard for the signor truly,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0]
2007-132570-0018,your regard for him cannot be doubted said emily since you wish to see him a prisoner why no ma'amselle not a prisoner either but one must be glad to see him you know and it was only the other night i dreamt,"[0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]"
2007-132570-0019,and then it was gone and nothing to be seen but the old castle walls so they helped one another up again as fast as they could you would not believe ma'amselle though i shewed you the very cannon where it used to appear,"[0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0
 0 0 0 0 0 0 0 0]"
2007-132570-0020,and are you indeed so simple annette said emily smiling at this curious exaggeration of the circumstances she had witnessed as to credit these stories credit them ma'amselle why,[0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0]
2007-132570-0021,all the world could not persuade me out of them roberto and sebastian and half a dozen more of them went into fits to be sure there was no occasion for that i said myself there was no need of that,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0]"
2007-132570-0022,for says i when the enemy comes what a pretty figure they will cut if they are to fall down in fits all of a row the enemy won't be so civil perhaps as to walk off like the ghost and leave them to help one another up,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0]"
2007-132570-0023,but will fall to cutting and slashing till he makes them all rise up dead men no no says i there is reason in all things,[0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0]
2007-132570-0024,being because it is no business of mine to look gruff and fight battles emily endeavoured to correct the superstitious weakness of annette though she could not entirely subdue her own to which the latter only replied,"[0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]"
1088-129236-0008,only it is to be hoped that by patience and the muses aid we may attain to that inward view of the law which shall describe a truth ever young and beautiful so central that it shall commend itself to the eye at whatever angle beholden,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]"
2007-132570-0025,nay ma'amselle you will believe nothing you are almost as bad as the signor himself who was in a great passion when they told of what had happened and swore that the first man who repeated such nonsense should be thrown into the dungeon under the east turret this was a hard,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0]"
2007-132570-0026,but i dare say he had other reasons for calling it so than you have ma'am emily looked displeased and made no reply as she mused upon the recollected appearance which had lately so much alarmed her and considered the circumstances of the figure having stationed itself,"[0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0]"
2007-132570-0027,opposite to her casement she was for a moment inclined to believe it was valancourt whom she had seen yet if it was he why did he not speak to her when he had the opportunity of doing so and if he was a prisoner in the castle,"[0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 2 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0]"
2007-132570-0028,and he could be here in no other character how could he obtain the means of walking abroad on the rampart,[0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0]
2007-132570-0029,were the same or if they were whether this was valancourt she however desired that annette would endeavour to learn whether any prisoners were in the castle and also their names o dear ma'amselle said annette i forget to tell you what you bade me ask about,"[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0]"
2007-132570-0030,the ladies as they call themselves who are lately come to udolpho why that signora livona that the signor brought to see my late lady at venice is his mistress now and was little better then i dare say and ludovico says,"[0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]"
2007-132570-0031,but pray be secret ma'am that his excellenza introduced her only to impose upon the world that had begun to make free with her character so when people saw my lady notice her they thought what they had heard must be scandal,"[0 0 0 0 0 0 5 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0
 0 0 0 0 0 0 0]"
2007-132570-0032,but i thought they were dismal sounds so soon after my poor lady's death too,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
2007-132570-0033,but she cannot hear them now poor soul said i emily turned away to conceal her emotion and then desired annette to go and make enquiry concerning the prisoners that might be in the castle,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
2007-132570-0034,but conjured her to do it with caution and on no account to mention her name or that of monsieur valancourt now i think of it ma'amselle said annette i do believe there are prisoners for i overheard one of the signor's men yesterday,"[0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 3 0 0 0
 0 0 0 0 0 0 0 0 0 0 0]"
1088-129236-0009,and the first condition is that we must leave a too close and lingering adherence to facts and study the sentiment as it appeared in hope and not in history for each man sees his own life defaced and disfigured,"[0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0]"
2007-132570-0035,and saying what a fine thing it was for his excellenza to catch up men and they were as good booty as any other because of the ransoms,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
2007-132570-0036,because said he we don't go shares there this information heightened emily's impatience to know more and annette immediately departed on her enquiry the late resolution of emily to resign her estates to montoni now gave way to new considerations,"[0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0]"
2007-132570-0037,the possibility that valancourt was near her revived her fortitude and she determined to brave the threatened vengeance at least till she could be assured whether he was really in the castle she was in this temper of mind when she received a message from montoni requiring her attendance in the cedar parlour,"[0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]"
2007-132570-0038,which she obeyed with trembling and on her way thither endeavoured to animate her fortitude with the idea of valancourt montoni was alone i sent for you said he to give you another opportunity of retracting your late mistaken assertions,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0]"
2007-132570-0039,i will condescend to advise where i may command,[0 0 0 0 0 0 0 0 0]
2007-132570-0040,if i have no right in these estates sir said emily of what service can it be to you that i should sign any papers concerning them if the lands are yours by law you certainly may possess them without my interference or my consent,"[0 0 0 3 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 4 0 0 0 0 0 0 0 0 0 0]"
2007-132570-0041,i will have no more argument said montoni with a look that made her tremble what had i but trouble to expect when i condescended to reason with a baby but i will be trifled with no longer,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0]"
2007-132570-0042,let the recollection of your aunt's sufferings in consequence of her folly and obstinacy teach you a lesson sign the papers emily's resolution was for a moment awed she shrunk at the recollections he revived,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
2007-132570-0043,and from the vengeance he threatened but then the image of valancourt who so long had loved her and who was now perhaps so near her came to her heart and together with the strong feelings of indignation with which she had always,"[0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0
 0 3 0 0 0 0 0 0 0]"
2007-132570-0044,from her infancy regarded an act of injustice inspired her with a noble though imprudent courage sign the papers said montoni more impatiently than before never sir,[0 0 0 0 0 0 0 0 5 0 4 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0]
1088-129236-0010,which have given him sincerest instruction and nourishment he will shrink and moan alas i know not why but infinite compunctions embitter in mature life the remembrances of budding joy and cover every beloved name,[0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
2007-132570-0045,replied emily that request would have proved to me the injustice of your claim had i even been ignorant of my right montoni turned pale with anger while his quivering lip and lurking eye made her almost repent the boldness of her speech,"[0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]"
2007-132570-0046,then all my vengeance falls upon you he exclaimed with an horrible oath and think not it shall be delayed,[0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
2007-132570-0047,you have dared to question my right now dare to question my power i have a punishment which you think not of it is terrible this night this very night' this,[0 0 0 0 0 0 0 0 0 3 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0]
2007-132570-0048,night repeated another voice montoni paused and turned half round but seeming to recollect himself he proceeded in a lower tone you have lately seen one terrible example of obstinacy and folly,[0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
2007-132570-0049,yet this it appears has not been sufficient to deter you,[0 0 0 0 0 0 0 0 0 0 0]
2007-132570-0050,i could make you tremble at the bare recital he was interrupted by a groan which seemed to rise from underneath the chamber they were in and as he threw a glance round it impatience and rage flashed from his eyes,"[0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 2
 0 0 0 0 0 0 0 0]"
2007-132570-0051,yet something like a shade of fear passed over his countenance emily sat down in a chair near the door for the various emotions she had suffered now almost overcame her but montoni paused scarcely an instant and commanding his features,"[0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 5 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0]"
2007-132570-0052,resumed his discourse in a lower yet sterner voice i say i could give you other instances of my power and of my character which it seems you do not understand or you would not defy me,"[0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0
 0]"
2007-132570-0053,i could tell you that when once my resolution is taken but i am talking to a baby let me however repeat that terrible as are the examples i could recite the recital could not now benefit you,"[0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0]"
2007-132570-0054,for though your repentance would put an immediate end to opposition it would not now appease my indignation i will have vengeance as well as justice another groan filled the pause which montoni made,[0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0]
1088-129236-0011,dwell care and canker and fear with thought with the ideal is immortal hilarity the rose of joy round it all the muses sing but grief cleaves to names and persons and the partial interests of to day and yesterday,"[0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0]"
2007-132570-0055,leave the room instantly said he seeming not to notice this strange occurrence without power to implore his pity she rose to go but found that she could not support herself awe and terror overcame her and she sunk again into the chair,"[0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0
 0 0 0 0 0 0 0 0]"
